sigungu_code,emd_code,FRIN_CG,코드,내용,sigungu_name,emd_name
11100,1110064,37.35,11100.0,도봉구,도봉구,도봉1동
11100,1110065,39.81,11100.0,도봉구,도봉구,도봉2동
11110,1111051,54.29,11110.0,노원구,노원구,월계1동
11110,1111052,55.26,11110.0,노원구,노원구,월계2동
11110,1111053,55.39,11110.0,노원구,노원구,월계3동
11110,1111056,33.04,11110.0,노원구,노원구,공릉2동
11110,1111058,37.91,11110.0,노원구,노원구,하계1동
11110,1111059,80.92,11110.0,노원구,노원구,하계2동
11110,1111060,55.58,11110.0,노원구,노원구,중계본동
11110,1111061,44.25,11110.0,노원구,노원구,중계1동
11110,1111064,52.08,11110.0,노원구,노원구,중계4동
11110,1111065,83.18,11110.0,노원구,노원구,상계1동
11110,1111066,50.69,11110.0,노원구,노원구,상계2동
11110,1111069,58.89,11110.0,노원구,노원구,상계5동
11110,1111072,71.03,11110.0,노원구,노원구,상계8동
11110,1111073,85.04,11110.0,노원구,노원구,상계9동
11110,1111074,70.06,11110.0,노원구,노원구,상계10동
11110,1111076,52.37,11110.0,노원구,노원구,상계3·4동
11110,1111077,77.21,11110.0,노원구,노원구,상계6·7동
11110,1111078,66.12,11110.0,노원구,노원구,중계2·3동
11110,1111079,71.46,11110.0,노원구,노원구,공릉1동
11120,1112051,38.13,11120.0,은평구,은평구,녹번동
11120,1112052,47.29,11120.0,은평구,은평구,불광1동
11120,1112055,93.25,11120.0,은평구,은평구,갈현1동
11120,1112056,64.41,11120.0,은평구,은평구,갈현2동
11120,1112057,63.38,11120.0,은평구,은평구,구산동
11120,1112058,58.68,11120.0,은평구,은평구,대조동
11120,1112059,44.73,11120.0,은평구,은평구,응암1동
11120,1112060,57.8,11120.0,은평구,은평구,응암2동
11120,1112065,69.14,11120.0,은평구,은평구,신사1동
11120,1112066,69.09,11120.0,은평구,은평구,신사2동
11120,1112067,91.3,11120.0,은평구,은평구,증산동
11120,1112068,39.75,11120.0,은평구,은평구,수색동
11120,1112071,74.57,11120.0,은평구,은평구,진관동
11120,1112072,76.66,11120.0,은평구,은평구,불광2동
11120,1112073,54.86,11120.0,은평구,은평구,응암3동
11120,1112074,74.05,11120.0,은평구,은평구,역촌동
11130,1113052,71.2,11130.0,서대문구,서대문구,천연동
11130,1113062,58.95,11130.0,서대문구,서대문구,홍제1동
11130,1113064,79.83,11130.0,서대문구,서대문구,홍제3동
11130,1113065,39.05,11130.0,서대문구,서대문구,홍제2동
11130,1113066,51.56,11130.0,서대문구,서대문구,홍은1동
11130,1113068,71.73,11130.0,서대문구,서대문구,홍은2동
11130,1113069,42.73,11130.0,서대문구,서대문구,남가좌1동
11130,1113070,67.16,11130.0,서대문구,서대문구,남가좌2동
11130,1113071,35.03,11130.0,서대문구,서대문구,북가좌1동
11130,1113072,66.92,11130.0,서대문구,서대문구,북가좌2동
11130,1113073,74.87,11130.0,서대문구,서대문구,충현동
11130,1113074,94.47,11130.0,서대문구,서대문구,북아현동
11130,1113075,91.64,11130.0,서대문구,서대문구,신촌동
11130,1113076,74.72,11130.0,서대문구,서대문구,연희동
11140,1114059,86.78,11140.0,마포구,마포구,용강동
11140,1114060,61.04,11140.0,마포구,마포구,대흥동
11140,1114061,70.81,11140.0,마포구,마포구,염리동
11140,1114063,63.32,11140.0,마포구,마포구,신수동
11140,1114066,79.53,11140.0,마포구,마포구,서교동
11140,1114068,83.24,11140.0,마포구,마포구,합정동
11140,1114069,78.83,11140.0,마포구,마포구,망원1동
11140,1114070,90.32,11140.0,마포구,마포구,망원2동
11140,1114071,64.99,11140.0,마포구,마포구,연남동
11140,1114072,67.02,11140.0,마포구,마포구,성산1동
11140,1114073,65.68,11140.0,마포구,마포구,성산2동
11140,1114074,52.22,11140.0,마포구,마포구,상암동
11140,1114075,91.96,11140.0,마포구,마포구,도화동
11140,1114076,53.99,11140.0,마포구,마포구,서강동
11140,1114077,68.19,11140.0,마포구,마포구,공덕동
11140,1114078,86.91,11140.0,마포구,마포구,아현동
11150,1115051,29.18,11150.0,양천구,양천구,목1동
11150,1115052,63.17,11150.0,양천구,양천구,목2동
11150,1115053,54.19,11150.0,양천구,양천구,목3동
11150,1115054,51.41,11150.0,양천구,양천구,목4동
11150,1115057,47.16,11150.0,양천구,양천구,신월1동
11150,1115058,31.42,11150.0,양천구,양천구,신월2동
11150,1115059,38.38,11150.0,양천구,양천구,신월3동
11150,1115060,23.3,11150.0,양천구,양천구,신월4동
11150,1115061,39.26,11150.0,양천구,양천구,신월5동
11150,1115062,37.69,11150.0,양천구,양천구,신월6동
11150,1115063,66.94,11150.0,양천구,양천구,신월7동
11150,1115064,53.28,11150.0,양천구,양천구,신정1동
11150,1115065,40.91,11150.0,양천구,양천구,신정2동
11150,1115066,36.44,11150.0,양천구,양천구,신정3동
11150,1115069,34.1,11150.0,양천구,양천구,신정6동
11150,1115070,51.77,11150.0,양천구,양천구,신정7동
11150,1115071,28.52,11150.0,양천구,양천구,목5동
11150,1115072,33.54,11150.0,양천구,양천구,신정4동
11160,1116051,66.86,11160.0,강서구,강서구,염창동
11160,1116052,69.37,11160.0,강서구,강서구,등촌1동
11160,1116053,99.85,11160.0,강서구,강서구,등촌2동
11160,1116054,67.23,11160.0,강서구,강서구,등촌3동
11160,1116055,53.24,11160.0,강서구,강서구,화곡본동
11160,1116057,22.42,11160.0,강서구,강서구,화곡2동
11160,1116058,43.35,11160.0,강서구,강서구,화곡3동
11160,1116059,7.88,11160.0,강서구,강서구,화곡4동
11160,1116061,69.57,11160.0,강서구,강서구,화곡6동
11160,1116063,42.17,11160.0,강서구,강서구,화곡8동
11160,1116064,55.27,11160.0,강서구,강서구,가양1동
11160,1116065,68.7,11160.0,강서구,강서구,가양2동
11160,1116066,42.14,11160.0,강서구,강서구,가양3동
11160,1116067,44.65,11160.0,강서구,강서구,발산1동
11160,1116069,63.75,11160.0,강서구,강서구,공항동
11160,1116070,59.39,11160.0,강서구,강서구,방화1동
11160,1116071,63.57,11160.0,강서구,강서구,방화2동
11160,1116072,58.45,11160.0,강서구,강서구,방화3동
11160,1116073,45.75,11160.0,강서구,강서구,화곡1동
11160,1116074,57.41,11160.0,강서구,강서구,우장산동
11170,1117051,75.7,11170.0,구로구,구로구,신도림동
11170,1117052,53.17,11170.0,구로구,구로구,구로1동
11170,1117054,41.09,11170.0,구로구,구로구,구로3동
11170,1117055,50.72,11170.0,구로구,구로구,구로4동
11170,1117056,43.25,11170.0,구로구,구로구,구로5동
11170,1117061,58.33,11170.0,구로구,구로구,고척1동
11170,1117062,58.1,11170.0,구로구,구로구,고척2동
11170,1117064,27.65,11170.0,구로구,구로구,개봉2동
11170,1117065,54.99,11170.0,구로구,구로구,개봉3동
11170,1117067,93.51,11170.0,구로구,구로구,오류1동
11170,1117069,45.12,11170.0,구로구,구로구,수궁동
11170,1117070,61.17,11170.0,구로구,구로구,가리봉동
11170,1117071,64.38,11170.0,구로구,구로구,구로2동
11170,1117072,56.48,11170.0,구로구,구로구,개봉1동
11170,1117073,48.1,11170.0,구로구,,
11170,1117074,35.06,11170.0,구로구,,
11180,1118051,65.09,11180.0,금천구,금천구,가산동
11180,1118052,62.72,11180.0,금천구,금천구,독산1동
11180,1118053,46.75,11180.0,금천구,금천구,독산2동
11180,1118054,40.72,11180.0,금천구,금천구,독산3동
11180,1118055,65.18,11180.0,금천구,금천구,독산4동
11180,1118057,61.82,11180.0,금천구,금천구,시흥1동
11180,1118058,26.62,11180.0,금천구,금천구,시흥2동
11180,1118059,60.15,11180.0,금천구,금천구,시흥3동
11180,1118060,75.99,11180.0,금천구,금천구,시흥4동
11180,1118061,48.58,11180.0,금천구,금천구,시흥5동
11190,1119054,53.84,11190.0,영등포구,영등포구,여의동
11190,1119055,49.69,11190.0,영등포구,영등포구,당산1동
11190,1119056,47.92,11190.0,영등포구,영등포구,당산2동
11190,1119061,63.13,11190.0,영등포구,영등포구,양평1동
11190,1119062,72.33,11190.0,영등포구,영등포구,양평2동
11190,1119063,40.22,11190.0,영등포구,영등포구,신길1동
11190,1119065,41.51,11190.0,영등포구,영등포구,신길3동
11190,1119066,46.97,11190.0,영등포구,영등포구,신길4동
11190,1119067,44.38,11190.0,영등포구,영등포구,신길5동
11190,1119068,32.26,11190.0,영등포구,영등포구,신길6동
11190,1119069,42.6,11190.0,영등포구,영등포구,신길7동
11190,1119070,55.85,11190.0,영등포구,영등포구,대림1동
11190,1119071,57.95,11190.0,영등포구,영등포구,대림2동
11190,1119072,27.83,11190.0,영등포구,영등포구,대림3동
11190,1119073,57.96,11190.0,영등포구,영등포구,영등포본동
11190,1119074,49.93,11190.0,영등포구,영등포구,영등포동
11190,1119075,32.17,11190.0,영등포구,영등포구,도림동
11190,1119076,61.55,11190.0,영등포구,영등포구,문래동
11200,1120052,26.41,11200.0,동작구,동작구,노량진2동
11200,1120053,38.0,11200.0,동작구,동작구,상도1동
11200,1120054,60.88,11200.0,동작구,동작구,상도2동
11200,1120056,49.34,11200.0,동작구,동작구,상도4동
11200,1120063,48.41,11200.0,동작구,동작구,사당1동
11200,1120065,44.34,11200.0,동작구,동작구,사당3동
11200,1120066,78.34,11200.0,동작구,동작구,사당4동
11200,1120067,65.44,11200.0,동작구,동작구,사당5동
11200,1120068,59.31,11200.0,동작구,동작구,대방동
11200,1120069,34.11,11200.0,동작구,동작구,신대방1동
11200,1120070,47.34,11200.0,동작구,동작구,신대방2동
11200,1120071,49.87,11200.0,동작구,동작구,흑석동
11200,1120072,56.12,11200.0,동작구,동작구,노량진1동
11200,1120073,65.79,11200.0,동작구,동작구,사당2동
11210,1121052,50.81,11210.0,관악구,관악구,보라매동
11210,1121054,39.55,11210.0,관악구,관악구,청림동
11210,1121057,54.19,11210.0,관악구,관악구,행운동
11210,1121058,31.72,11210.0,관악구,관악구,낙성대동
11210,1121061,34.67,11210.0,관악구,관악구,중앙동
11210,1121062,28.39,11210.0,관악구,관악구,인헌동
11210,1121063,29.3,11210.0,관악구,관악구,남현동
11210,1121064,45.14,11210.0,관악구,관악구,서원동
11210,1121065,50.51,11210.0,관악구,관악구,신원동
11210,1121066,36.64,11210.0,관악구,관악구,서림동
11210,1121068,42.82,11210.0,관악구,관악구,신사동
11210,1121069,37.31,11210.0,관악구,관악구,신림동
11210,1121071,39.45,11210.0,관악구,관악구,난향동
11210,1121072,35.3,11210.0,관악구,관악구,조원동
11210,1121073,36.06,11210.0,관악구,관악구,대학동
11210,1121078,30.36,11210.0,관악구,관악구,은천동
11210,1121079,53.48,11210.0,관악구,관악구,성현동
11210,1121080,45.06,11210.0,관악구,관악구,청룡동
11210,1121081,37.05,11210.0,관악구,관악구,난곡동
11210,1121082,40.78,11210.0,관악구,관악구,삼성동
11210,1121083,46.25,11210.0,관악구,관악구,미성동
11220,1122051,68.8,11220.0,서초구,서초구,서초1동
11220,1122052,66.97,11220.0,서초구,서초구,서초2동
11220,1122053,46.7,11220.0,서초구,서초구,서초3동
11220,1122054,65.35,11220.0,서초구,서초구,서초4동
11220,1122055,70.52,11220.0,서초구,서초구,잠원동
11220,1122056,53.19,11220.0,서초구,서초구,반포본동
11220,1122057,67.3,11220.0,서초구,서초구,반포1동
11220,1122058,50.33,11220.0,서초구,서초구,반포2동
11220,1122059,65.65,11220.0,서초구,서초구,반포3동
11220,1122060,47.7,11220.0,서초구,서초구,반포4동
11220,1122061,42.25,11220.0,서초구,서초구,방배본동
11220,1122062,42.43,11220.0,서초구,서초구,방배1동
11220,1122063,40.22,11220.0,서초구,서초구,방배2동
11220,1122064,27.45,11220.0,서초구,서초구,방배3동
11220,1122065,52.3,11220.0,서초구,서초구,방배4동
11220,1122066,67.2,11220.0,서초구,서초구,양재1동
11220,1122067,70.62,11220.0,서초구,서초구,양재2동
11220,1122068,41.27,11220.0,서초구,서초구,내곡동
11230,1123051,46.95,11230.0,강남구,강남구,신사동
11230,1123052,49.88,11230.0,강남구,강남구,논현1동
11230,1123053,42.21,11230.0,강남구,강남구,논현2동
11230,1123058,72.77,11230.0,강남구,강남구,삼성1동
11230,1123059,46.96,11230.0,강남구,강남구,삼성2동
11230,1123060,40.42,11230.0,강남구,강남구,대치1동
11230,1123063,52.64,11230.0,강남구,강남구,대치4동
11230,1123064,49.43,11230.0,강남구,강남구,역삼1동
11230,1123065,45.98,11230.0,강남구,강남구,역삼2동
11230,1123066,44.49,11230.0,강남구,강남구,도곡1동
11230,1123067,47.75,11230.0,강남구,강남구,도곡2동
11230,1123068,81.49,11230.0,강남구,강남구,개포1동
11230,1123071,65.19,11230.0,강남구,강남구,개포4동
11230,1123072,42.4,11230.0,강남구,강남구,일원본동
11230,1123073,53.58,11230.0,강남구,강남구,일원1동
11230,1123074,48.75,11230.0,강남구,강남구,일원2동
11230,1123075,70.63,11230.0,강남구,강남구,수서동
11230,1123076,52.7,11230.0,강남구,강남구,세곡동
11230,1123077,66.05,11230.0,강남구,강남구,압구정동
11230,1123078,73.0,11230.0,강남구,강남구,청담동
11230,1123079,64.29,11230.0,강남구,강남구,대치2동
11230,1123080,76.0,11230.0,강남구,강남구,개포2동
11240,1124051,49.6,11240.0,송파구,송파구,풍납1동
11240,1124052,49.31,11240.0,송파구,송파구,풍납2동
11240,1124053,74.43,11240.0,송파구,송파구,거여1동
11240,1124054,59.56,11240.0,송파구,송파구,거여2동
11240,1124055,57.12,11240.0,송파구,송파구,마천1동
11240,1124056,75.04,11240.0,송파구,송파구,마천2동
11240,1124057,33.17,11240.0,송파구,송파구,방이1동
11240,1124058,39.89,11240.0,송파구,송파구,방이2동
11240,1124059,28.45,11240.0,송파구,송파구,오륜동
11240,1124060,38.44,11240.0,송파구,송파구,오금동
11240,1124061,73.02,11240.0,송파구,송파구,송파1동
11240,1124062,51.03,11240.0,송파구,송파구,송파2동
11240,1124063,65.07,11240.0,송파구,송파구,석촌동
11240,1124064,34.93,11240.0,송파구,송파구,삼전동
11240,1124065,54.85,11240.0,송파구,송파구,가락본동
11240,1124066,42.33,11240.0,송파구,송파구,가락1동
11240,1124067,46.13,11240.0,송파구,송파구,가락2동
11240,1124068,77.3,11240.0,송파구,송파구,문정1동
11240,1124069,55.36,11240.0,송파구,송파구,문정2동
11240,1124071,31.75,11240.0,송파구,송파구,잠실본동
11240,1124075,36.96,11240.0,송파구,송파구,잠실4동
11240,1124077,63.2,11240.0,송파구,송파구,잠실6동
11240,1124078,32.32,11240.0,송파구,송파구,잠실7동
11240,1124079,54.99,11240.0,송파구,송파구,잠실2동
11240,1124080,62.59,11240.0,송파구,송파구,잠실3동
11240,1124081,70.1,11240.0,송파구,송파구,장지동
11240,1124082,50.78,11240.0,송파구,송파구,위례동
11250,1125051,76.5,11250.0,강동구,강동구,강일동
11250,1125052,65.63,11250.0,강동구,강동구,상일동
11250,1125053,58.54,11250.0,강동구,강동구,명일1동
11250,1125054,70.78,11250.0,강동구,강동구,명일2동
11250,1125055,67.99,11250.0,강동구,강동구,고덕1동
11250,1125056,68.18,11250.0,강동구,강동구,고덕2동
11250,1125058,60.51,11250.0,강동구,강동구,암사2동
11250,1125059,48.39,11250.0,강동구,강동구,암사3동
11250,1125061,71.25,11250.0,강동구,강동구,천호1동
11250,1125063,87.72,11250.0,강동구,강동구,천호3동
11250,1125065,37.55,11250.0,강동구,강동구,성내1동
11250,1125066,87.02,11250.0,강동구,강동구,성내2동
11250,1125067,38.24,11250.0,강동구,강동구,성내3동
11250,1125070,23.53,11250.0,강동구,강동구,둔촌1동
11250,1125071,47.43,11250.0,강동구,강동구,둔촌2동
11250,1125072,71.34,11250.0,강동구,강동구,암사1동
11250,1125073,64.54,11250.0,강동구,강동구,천호2동
11250,1125074,73.41,11250.0,강동구,강동구,길동
