Open_time,Open,High,Low,Close,Volume,quote_av,trades,tb_base_av,tb_quote_av,Symbol
2024-01-01 00:24:00,42528.51,42541.55,42528.51,42541.54,6.10319,259590.8290819,470,5.11246,217444.7594156,BTCUSDT
2024-01-01 00:25:00,42541.55,42541.55,42518.66,42532.0,16.3591,695731.7417084,683,6.08496,258742.0112018,BTCUSDT
2024-01-01 00:26:00,42532.16,42537.25,42525.93,42525.93,6.63931,282384.4817735,437,1.64231,69848.7478691,BTCUSDT
2024-01-01 00:27:00,42525.93,42527.65,42525.93,42527.64,1.92377,81810.3331485,246,0.79617,33857.9830056,BTCUSDT
2024-01-01 00:28:00,42527.65,42527.65,42467.13,42477.48,48.1666,2047282.6848369,1133,5.10562,216922.7197157,BTCUSDT
2024-01-01 00:29:00,42477.49,42487.73,42450.0,42450.34,21.2335,901823.435298,1048,6.18844,262854.9342754,BTCUSDT
2024-01-01 00:30:00,42450.33,42450.34,42400.01,42416.71,20.94641,888613.5535756,1383,5.64378,239365.5634462,BTCUSDT
2024-01-01 00:31:00,42416.72,42454.16,42416.71,42454.16,26.90381,1141536.4439078,797,16.10311,683334.7619087,BTCUSDT
2024-01-01 00:32:00,42454.15,42458.0,42361.1,42367.88,61.41301,2603709.7830536,2163,15.01291,636352.0820941,BTCUSDT
2024-01-01 00:33:00,42367.88,42409.94,42367.87,42409.94,21.06827,893181.3793731,821,15.63724,662881.717998,BTCUSDT
2024-01-01 00:34:00,42409.94,42414.59,42371.41,42405.61,26.91602,1141082.7142562,1185,9.11188,386272.0292063,BTCUSDT
2024-01-01 00:35:00,42405.6,42449.99,42405.6,42448.99,28.43577,1206568.9309277,724,26.13514,1108999.6963638,BTCUSDT
2024-01-01 00:36:00,42448.98,42461.1,42441.56,42461.1,22.70513,963745.2773609,677,15.47761,656942.012903,BTCUSDT
2024-01-01 00:37:00,42461.09,42487.99,42461.09,42485.29,17.99522,764486.9432136,838,6.37973,270990.609763,BTCUSDT
2024-01-01 00:38:00,42485.28,42502.0,42485.28,42501.99,10.55839,448709.6399086,634,8.61349,366051.521684,BTCUSDT
2024-01-01 00:39:00,42502.0,42511.79,42501.99,42511.37,8.71857,370616.7111164,526,3.86293,164197.4080936,BTCUSDT
2024-01-01 00:40:00,42511.36,42511.37,42497.41,42497.42,10.67674,453817.7298939,552,1.00842,42860.6284929,BTCUSDT
2024-01-01 00:41:00,42497.42,42497.42,42481.1,42481.11,12.63779,537025.6080991,665,3.74721,159222.1089626,BTCUSDT
2024-01-01 00:42:00,42481.1,42492.79,42481.1,42492.01,9.17375,389743.3459699,419,5.56044,236234.0720476,BTCUSDT
2024-01-01 00:43:00,42492.02,42492.02,42492.01,42492.01,5.37287,228304.0632536,376,1.74849,74296.8720498,BTCUSDT
2024-01-01 00:44:00,42492.01,42497.87,42492.01,42497.86,7.56421,321423.8534525,420,6.48942,275751.0907641,BTCUSDT
2024-01-01 00:45:00,42497.85,42506.0,42492.9,42499.99,13.03925,554185.7774579,609,6.81094,289462.8607412,BTCUSDT
2024-01-01 00:46:00,42499.99,42518.15,42499.99,42503.67,22.96382,976145.7162695,721,13.62297,579028.7713519,BTCUSDT
2024-01-01 00:47:00,42503.67,42503.67,42480.69,42480.69,10.33861,439365.2014582,543,5.3446,227138.3771966,BTCUSDT
2024-01-01 00:48:00,42480.69,42492.64,42480.69,42491.56,3.75534,159554.4875152,430,2.67727,113747.9564397,BTCUSDT
2024-01-01 00:49:00,42491.56,42492.44,42482.24,42482.25,6.41594,272601.7709964,496,1.84224,78268.824213,BTCUSDT
2024-01-01 00:50:00,42482.24,42499.84,42482.24,42499.83,7.95795,338114.9755636,484,6.53939,277848.7144446,BTCUSDT
2024-01-01 00:51:00,42499.84,42500.0,42493.97,42493.97,9.62595,409080.7732397,552,1.97557,83954.9507396,BTCUSDT
2024-01-01 00:52:00,42493.98,42493.98,42471.26,42471.26,7.5218,319565.2344302,628,1.26555,53768.6390669,BTCUSDT
2024-01-01 00:53:00,42471.27,42471.27,42450.01,42453.99,7.55555,320784.506524,565,2.45239,104111.4206281,BTCUSDT
2024-01-01 00:54:00,42453.98,42453.99,42411.1,42414.42,14.69324,623463.637572,839,2.91381,123609.1506468,BTCUSDT
2024-01-01 00:55:00,42414.43,42449.54,42414.42,42449.53,14.22034,603455.148404,749,9.5148,403757.1158408,BTCUSDT
2024-01-01 00:56:00,42449.53,42468.04,42449.53,42468.03,5.13539,218041.7051339,462,2.8644,121616.6606628,BTCUSDT
2024-01-01 00:57:00,42468.04,42471.1,42468.03,42471.1,7.52942,319781.7661048,502,2.38379,101241.4179262,BTCUSDT
2024-01-01 00:58:00,42471.09,42471.99,42461.1,42461.11,10.99118,466809.21992,546,3.66599,155698.6465973,BTCUSDT
2024-01-01 00:59:00,42461.11,42461.11,42457.17,42457.17,5.35234,227249.9327753,429,1.31552,55853.5344988,BTCUSDT
2024-01-01 01:00:00,42457.17,42484.83,42452.0,42484.83,26.44112,1122706.1624035,813,22.79647,967946.1168589,BTCUSDT
2024-01-01 01:01:00,42484.82,42484.83,42454.19,42454.2,14.55329,618078.021015,782,0.74359,31578.2185388,BTCUSDT
2024-01-01 01:02:00,42454.19,42454.2,42436.47,42443.99,12.37827,525403.6889912,674,4.94956,210085.3917462,BTCUSDT
2024-01-01 01:03:00,42444.0,42449.74,42443.99,42444.34,8.32668,353448.9410578,475,4.44556,188704.2791163,BTCUSDT
2024-01-01 01:04:00,42444.33,42454.0,42444.33,42449.6,12.71891,539879.4988602,535,10.29911,437160.7520326,BTCUSDT
2024-01-01 01:05:00,42449.59,42457.9,42449.59,42457.89,7.12332,302400.1801657,490,4.17625,177291.29618,BTCUSDT
2024-01-01 01:06:00,42457.89,42468.62,42457.89,42464.02,13.95059,592403.9452366,496,7.47927,317587.3496535,BTCUSDT
2024-01-01 01:07:00,42464.01,42464.02,42464.01,42464.02,4.17948,177477.4906851,376,1.01703,43187.1822606,BTCUSDT
2024-01-01 01:08:00,42464.02,42470.8,42464.01,42470.79,7.31468,310631.0860313,420,4.88381,207399.0511463,BTCUSDT
2024-01-01 01:09:00,42470.79,42488.0,42470.79,42487.99,6.25042,265525.876795,575,3.25074,138092.888618,BTCUSDT
2024-01-01 01:10:00,42488.0,42506.7,42487.99,42506.7,24.10626,1024541.2614779,576,22.01917,935845.8335149,BTCUSDT
2024-01-01 01:11:00,42506.7,42529.41,42506.69,42529.41,8.35958,355459.3536332,659,5.86328,249303.7404272,BTCUSDT
2024-01-01 01:12:00,42529.4,42539.74,42529.4,42539.73,8.78255,373549.063025,562,2.91131,123823.7554689,BTCUSDT
2024-01-01 01:13:00,42539.73,42558.26,42537.0,42554.89,25.36245,1079044.7127584,867,14.88189,633140.1357136,BTCUSDT
2024-01-01 01:14:00,42554.89,42556.15,42553.46,42556.15,7.67285,326511.760867,432,1.69066,71944.8200909,BTCUSDT
2024-01-01 01:15:00,42556.15,42592.59,42556.14,42581.1,23.63727,1006118.538369,1245,16.42397,699083.958103,BTCUSDT
2024-01-01 01:16:00,42581.1,42581.1,42537.9,42538.0,42.0716,1790956.1702181,1019,0.99766,42453.5569512,BTCUSDT
2024-01-01 01:17:00,42538.0,42558.97,42538.0,42558.97,15.54499,661388.4358254,458,7.5894,322903.4338007,BTCUSDT
2024-01-01 01:18:00,42558.96,42559.89,42545.94,42545.95,10.58807,450588.7252679,589,1.58304,67368.37302,BTCUSDT
2024-01-01 01:19:00,42545.95,42545.95,42541.1,42541.11,5.39133,229359.5980775,474,2.07397,88230.8252843,BTCUSDT
2024-01-01 01:20:00,42541.11,42547.75,42534.0,42534.0,9.5666,406992.7161651,512,2.99786,127536.1886671,BTCUSDT
2024-01-01 01:21:00,42534.01,42541.05,42526.12,42541.04,15.95474,678616.4011128,582,10.21789,434596.9144988,BTCUSDT
2024-01-01 01:22:00,42541.05,42565.53,42541.04,42565.53,8.67567,369216.0929687,455,6.38902,271897.9507351,BTCUSDT
2024-01-01 01:23:00,42565.53,42565.53,42565.52,42565.52,5.28423,224926.0293536,318,3.1604,134524.101012,BTCUSDT
2024-01-01 01:24:00,42565.53,42565.53,42561.11,42562.0,7.32681,311861.013022,374,0.55346,23556.784781,BTCUSDT
2024-01-01 01:25:00,42562.0,42569.67,42562.0,42569.67,8.77571,373531.2490782,372,7.23199,307823.6230967,BTCUSDT
2024-01-01 01:26:00,42569.66,42569.67,42542.67,42554.0,11.47573,488343.8408774,722,4.54048,193183.9862318,BTCUSDT
2024-01-01 01:27:00,42554.0,42565.55,42553.99,42564.01,8.82957,375804.2965832,466,4.411,187733.5189143,BTCUSDT
2024-01-01 01:28:00,42564.0,42564.01,42552.84,42556.31,13.24744,563784.0091266,512,3.88828,165465.3223485,BTCUSDT
2024-01-01 01:29:00,42556.31,42562.32,42556.3,42562.31,7.01963,298747.7989778,414,5.70156,242647.8651191,BTCUSDT
2024-01-01 01:30:00,42562.32,42580.0,42562.31,42579.99,7.65687,325968.1277133,567,5.92836,252376.2963515,BTCUSDT
2024-01-01 01:31:00,42580.0,42580.0,42561.1,42570.12,15.6625,666715.7827072,760,2.76788,117813.5008175,BTCUSDT
2024-01-01 01:32:00,42570.11,42590.0,42570.11,42583.38,6.79667,289391.5256951,505,5.21486,222036.0116759,BTCUSDT
2024-01-01 01:33:00,42583.39,42605.91,42583.38,42604.0,14.75148,628333.5991731,973,12.00633,511418.8169559,BTCUSDT
2024-01-01 01:34:00,42603.99,42608.02,42590.0,42608.02,12.22821,520905.7299694,689,6.98715,297644.1637461,BTCUSDT
2024-01-01 01:35:00,42608.01,42608.02,42596.0,42598.01,12.11618,516169.1607454,633,6.24898,266209.8579647,BTCUSDT
2024-01-01 01:36:00,42598.0,42598.01,42587.95,42587.95,5.21227,221998.3721188,456,1.36561,58159.6110363,BTCUSDT
2024-01-01 01:37:00,42587.96,42600.45,42587.95,42600.45,9.23468,393337.6920421,462,8.74345,372414.3627402,BTCUSDT
2024-01-01 01:38:00,42600.44,42630.0,42600.44,42614.21,32.75787,1396158.4831114,1074,20.82247,887428.0161033,BTCUSDT
2024-01-01 01:39:00,42614.2,42635.05,42614.2,42626.95,14.70388,626790.6997592,942,10.60471,452034.9049331,BTCUSDT
2024-01-01 01:40:00,42626.95,42626.96,42621.1,42623.63,5.99512,255528.4453955,481,3.34421,142539.2298985,BTCUSDT
2024-01-01 01:41:00,42623.63,42623.87,42596.47,42602.0,15.62617,665865.1654205,684,7.21326,307318.8486863,BTCUSDT
2024-01-01 01:42:00,42602.0,42648.38,42601.99,42643.18,31.64216,1349014.0529526,1101,28.01408,1194333.6428457,BTCUSDT
2024-01-01 01:43:00,42643.18,42671.99,42625.24,42625.25,43.98197,1875844.0204974,1944,28.38727,1210784.7266557,BTCUSDT
2024-01-01 01:44:00,42625.24,42649.68,42625.24,42641.36,10.55167,449894.4716304,590,6.5324,278499.0110368,BTCUSDT
2024-01-01 01:45:00,42641.37,42699.71,42641.36,42690.01,24.83444,1059773.112264,1985,14.85811,634005.8439711,BTCUSDT
2024-01-01 01:46:00,42690.0,42690.01,42666.0,42674.58,11.17557,476911.8460523,1350,3.05355,130301.4158033,BTCUSDT
2024-01-01 01:47:00,42674.57,42695.37,42674.57,42690.54,11.50523,491103.1750097,811,8.66318,369782.6310802,BTCUSDT
2024-01-01 01:48:00,42690.54,42700.0,42690.53,42696.49,10.32861,441001.6305605,942,6.97927,297991.8491424,BTCUSDT
2024-01-01 01:49:00,42696.49,42700.0,42686.81,42687.01,10.23955,437166.8552281,845,4.56182,194751.4345906,BTCUSDT
2024-01-01 01:50:00,42687.01,42698.0,42687.0,42697.99,14.47761,618083.8935858,1054,10.14762,433224.2342872,BTCUSDT
2024-01-01 01:51:00,42698.0,42698.0,42692.34,42696.5,7.34679,313656.8095003,1005,4.50492,192328.643095,BTCUSDT
2024-01-01 01:52:00,42696.5,42696.5,42686.78,42686.79,8.51758,363632.6273441,890,2.83121,120865.95059,BTCUSDT
2024-01-01 01:53:00,42686.79,42686.79,42658.0,42664.24,11.53036,492006.6952607,1119,3.90549,166645.0141592,BTCUSDT
2024-01-01 01:54:00,42664.24,42664.24,42630.72,42638.22,14.80197,631228.2797623,801,3.67441,156679.8176426,BTCUSDT
2024-01-01 01:55:00,42638.22,42641.1,42630.0,42630.0,7.17621,305975.310265,492,3.22131,137346.6419931,BTCUSDT
2024-01-01 01:56:00,42630.0,42630.01,42614.58,42617.22,17.49951,745822.0333267,707,6.61067,281725.8446473,BTCUSDT
2024-01-01 01:57:00,42617.23,42619.75,42615.1,42618.5,14.77103,629489.1986141,511,9.8659,420444.6626109,BTCUSDT
2024-01-01 01:58:00,42618.5,42618.51,42565.97,42568.58,53.58304,2282440.7368192,1129,7.70242,328092.5050085,BTCUSDT
2024-01-01 01:59:00,42568.57,42592.47,42568.57,42592.47,25.21279,1073547.3821775,580,12.01731,511671.1923075,BTCUSDT
2024-01-01 02:00:00,42592.47,42612.0,42591.36,42606.35,24.576,1047040.4947581,910,11.23248,478554.2036814,BTCUSDT
2024-01-01 02:01:00,42606.34,42606.35,42572.76,42577.52,33.58288,1430037.9307989,786,7.31686,311533.4999135,BTCUSDT
2024-01-01 02:02:00,42577.52,42581.82,42577.51,42577.52,4.41046,187791.2599736,387,1.08358,46138.1948769,BTCUSDT
2024-01-01 02:03:00,42577.51,42586.76,42577.51,42586.71,5.21824,222203.3888966,433,3.34254,142328.6038015,BTCUSDT
2024-01-01 02:04:00,42586.72,42586.72,42575.59,42575.6,10.67469,454574.0016621,466,0.82815,35266.7259735,BTCUSDT
2024-01-01 02:05:00,42575.6,42584.68,42575.59,42584.67,11.65789,496407.8896246,501,4.28489,182453.940465,BTCUSDT
2024-01-01 02:06:00,42584.66,42584.67,42576.0,42581.53,9.59083,408406.0116939,462,1.85893,79151.7130078,BTCUSDT
2024-01-01 02:07:00,42581.54,42582.13,42576.0,42582.13,6.46452,275259.5685275,514,2.8654,122008.7952403,BTCUSDT
2024-01-01 02:08:00,42582.12,42593.98,42582.12,42593.95,10.36056,441218.4524921,458,8.98869,382794.3201234,BTCUSDT
2024-01-01 02:09:00,42593.95,42627.32,42593.95,42627.32,20.96294,893319.6091147,646,19.63421,836696.4448898,BTCUSDT
2024-01-01 02:10:00,42627.31,42627.32,42618.46,42623.53,25.40808,1082899.9195896,649,7.84319,334274.0720462,BTCUSDT
2024-01-01 02:11:00,42623.54,42643.45,42623.53,42639.25,14.63314,623902.1236964,491,10.03979,428031.4785371,BTCUSDT
2024-01-01 02:12:00,42639.25,42648.38,42639.24,42643.82,8.78937,374821.7826098,419,4.99607,213053.2227205,BTCUSDT
2024-01-01 02:13:00,42643.83,42643.83,42643.82,42643.82,6.42445,273963.0992414,389,0.98424,41971.7632392,BTCUSDT
2024-01-01 02:14:00,42643.82,42643.83,42621.98,42631.99,21.49764,916478.3049511,644,5.7073,243288.0818326,BTCUSDT
2024-01-01 02:15:00,42631.99,42643.86,42620.0,42620.01,11.06518,471734.722202,758,4.23045,180372.5231945,BTCUSDT
2024-01-01 02:16:00,42620.01,42631.09,42618.47,42620.97,6.53893,278708.3852433,561,3.90159,166298.491028,BTCUSDT
2024-01-01 02:17:00,42620.98,42631.09,42620.97,42631.09,6.85918,292358.1930072,475,5.68149,242161.2006939,BTCUSDT
2024-01-01 02:18:00,42631.08,42631.09,42620.93,42620.94,6.73819,287248.6655185,421,1.94228,82800.9826607,BTCUSDT
2024-01-01 02:19:00,42620.93,42630.91,42611.98,42630.91,8.40457,358219.0280888,471,4.89391,208591.2958528,BTCUSDT
2024-01-01 02:20:00,42630.91,42631.08,42626.27,42631.07,11.24978,479555.6593092,510,5.58598,238115.5871704,BTCUSDT
2024-01-01 02:21:00,42631.08,42631.09,42627.01,42627.01,6.7244,286655.8858801,379,4.16935,177736.5327364,BTCUSDT
2024-01-01 02:22:00,42627.01,42627.02,42600.0,42600.0,10.73086,457292.7276918,614,1.12283,47846.2290765,BTCUSDT
2024-01-01 02:23:00,42600.01,42600.01,42600.0,42600.01,9.87637,420733.4265646,357,6.45646,275045.2605646,BTCUSDT
2024-01-01 02:24:00,42600.0,42600.01,42600.0,42600.0,4.43284,188838.99567,377,1.167,49714.21167,BTCUSDT
2024-01-01 02:25:00,42600.01,42600.01,42550.0,42550.0,15.10539,643149.1913495,837,1.12013,47691.686308,BTCUSDT
2024-01-01 02:26:00,42550.0,42564.4,42528.09,42564.4,38.88295,1654136.750364,1067,28.27533,1202841.4284352,BTCUSDT
2024-01-01 02:27:00,42564.4,42564.4,42522.28,42526.18,11.79962,501956.067794,782,4.57651,194667.29022,BTCUSDT
2024-01-01 02:28:00,42526.19,42534.0,42506.01,42511.99,19.77921,841053.9425645,958,10.94324,465310.0289245,BTCUSDT
2024-01-01 02:29:00,42511.98,42511.99,42504.04,42504.05,7.29838,310249.0967513,499,2.20704,93819.7745498,BTCUSDT
2024-01-01 02:30:00,42504.04,42511.98,42477.71,42477.72,14.39325,611598.5488245,1656,4.03725,171563.4247123,BTCUSDT
2024-01-01 02:31:00,42477.72,42520.01,42477.71,42511.08,19.34594,822256.9224376,922,13.47197,572566.059691,BTCUSDT
2024-01-01 02:32:00,42511.08,42516.3,42507.64,42513.44,11.03477,469103.4470982,506,5.22867,222275.6884211,BTCUSDT
2024-01-01 02:33:00,42513.45,42513.45,42472.5,42487.99,12.19052,517969.249944,932,2.39297,101670.0852891,BTCUSDT
2024-01-01 02:34:00,42488.0,42505.9,42487.99,42505.4,9.20888,391377.0940807,465,7.16768,304627.8432025,BTCUSDT
2024-01-01 02:35:00,42505.39,42516.33,42505.39,42516.32,9.06745,385482.2267954,396,4.67702,198822.592,BTCUSDT
2024-01-01 02:36:00,42516.32,42516.33,42492.23,42492.24,17.39077,739277.7416751,743,1.58105,67206.9869355,BTCUSDT
2024-01-01 02:37:00,42492.23,42500.0,42482.42,42499.99,16.42529,697907.5479046,895,7.56898,321581.6425805,BTCUSDT
2024-01-01 02:38:00,42500.0,42515.53,42499.99,42514.48,9.87253,419692.7472747,601,6.61728,281303.4109104,BTCUSDT
2024-01-01 02:39:00,42514.48,42518.49,42514.43,42518.48,4.89508,208112.6453671,394,2.92684,124433.8477856,BTCUSDT
2024-01-01 02:40:00,42518.48,42526.28,42518.48,42522.13,11.9117,506499.5092055,514,9.93062,422260.4497921,BTCUSDT
2024-01-01 02:41:00,42522.13,42522.13,42517.8,42521.8,6.20977,264040.0365385,422,2.2402,95250.830973,BTCUSDT
2024-01-01 02:42:00,42521.79,42521.8,42517.76,42517.76,3.3871,144018.0047268,416,1.24726,53031.9531454,BTCUSDT
2024-01-01 02:43:00,42517.77,42520.0,42517.76,42519.99,4.85879,206595.0326333,330,2.93608,124841.4608744,BTCUSDT
2024-01-01 02:44:00,42520.0,42526.7,42519.99,42526.69,4.19245,178266.6237686,400,3.16153,134431.8105713,BTCUSDT
2024-01-01 02:45:00,42526.69,42545.67,42526.69,42545.67,5.91076,251404.1851633,554,3.31859,141149.4729874,BTCUSDT
2024-01-01 02:46:00,42545.66,42545.67,42537.08,42537.09,7.68538,326944.7446832,641,2.56561,109141.3826109,BTCUSDT
2024-01-01 02:47:00,42537.09,42574.0,42537.08,42561.1,20.01218,851714.0588043,859,15.75734,670600.8984768,BTCUSDT
2024-01-01 02:48:00,42561.1,42627.31,42561.06,42613.02,23.04486,981405.9070241,1741,18.22847,776194.0766396,BTCUSDT
2024-01-01 02:49:00,42613.02,42659.52,42613.02,42639.02,21.66067,923582.3066271,1439,13.82182,589279.9180235,BTCUSDT
2024-01-01 02:50:00,42639.02,42640.66,42633.82,42633.82,13.61976,580716.3814006,596,6.06854,258746.9343052,BTCUSDT
2024-01-01 02:51:00,42633.83,42633.83,42614.0,42614.0,4.80875,204972.4575986,556,1.51698,64656.039154,BTCUSDT
2024-01-01 02:52:00,42614.0,42614.01,42601.57,42608.6,8.99234,383119.4715979,585,7.00861,298593.240927,BTCUSDT
2024-01-01 02:53:00,42608.6,42614.0,42598.98,42598.99,8.47502,361107.8498887,566,2.22983,95010.9467787,BTCUSDT
2024-01-01 02:54:00,42598.99,42613.78,42594.07,42611.84,11.63485,495654.5645694,508,5.62722,239724.9780082,BTCUSDT
2024-01-01 02:55:00,42611.83,42611.87,42594.64,42604.02,38.63445,1646046.3731984,956,10.20989,434936.1900491,BTCUSDT
2024-01-01 02:56:00,42604.01,42604.05,42588.0,42604.04,27.61156,1176037.6346908,767,21.90929,933137.8164587,BTCUSDT
2024-01-01 02:57:00,42604.05,42611.1,42596.81,42611.1,25.36797,1080861.9164615,631,10.24098,436314.4588137,BTCUSDT
2024-01-01 02:58:00,42611.1,42611.1,42601.59,42610.68,14.61918,622895.4150521,583,8.31467,354268.1526798,BTCUSDT
2024-01-01 02:59:00,42610.68,42622.64,42610.67,42616.23,10.60945,452139.9026429,492,8.07438,344093.7366214,BTCUSDT
2024-01-01 03:00:00,42616.24,42631.59,42616.23,42616.24,17.85483,761068.1902088,784,8.16836,348154.7394831,BTCUSDT
2024-01-01 03:01:00,42616.24,42616.24,42594.07,42594.08,17.41676,742086.6533901,708,3.66686,156229.1297495,BTCUSDT
2024-01-01 03:02:00,42594.07,42594.08,42588.0,42593.94,7.38268,314446.4426174,675,3.27715,139580.3542967,BTCUSDT
2024-01-01 03:03:00,42593.94,42601.1,42578.7,42599.52,13.03891,555338.8716015,823,7.6268,324837.6264762,BTCUSDT
2024-01-01 03:04:00,42599.52,42599.52,42580.08,42580.09,6.04709,257522.5376704,548,2.74165,116751.6181715,BTCUSDT
2024-01-01 03:05:00,42580.09,42591.1,42580.08,42589.1,10.0634,428563.7210693,520,6.99424,297849.6297381,BTCUSDT
2024-01-01 03:06:00,42589.1,42589.1,42577.05,42577.05,8.79185,374387.4350249,605,1.97088,83919.3826685,BTCUSDT
2024-01-01 03:07:00,42577.06,42581.1,42559.98,42581.09,16.3521,696131.1001143,811,7.68972,327345.4263725,BTCUSDT
2024-01-01 03:08:00,42581.1,42581.1,42561.95,42570.18,14.62516,622622.3467608,650,5.44852,231913.6293041,BTCUSDT
2024-01-01 03:09:00,42570.18,42570.18,42570.17,42570.17,3.7421,159301.860536,335,2.7379,116552.895822,BTCUSDT
2024-01-01 03:10:00,42570.18,42580.07,42570.17,42580.07,5.53526,235638.8216808,392,3.70978,157927.5815944,BTCUSDT
2024-01-01 03:11:00,42580.06,42580.07,42580.06,42580.07,2.61278,111252.3402188,392,1.1052,47059.493364,BTCUSDT
2024-01-01 03:12:00,42580.07,42580.07,42573.56,42573.56,16.06683,684110.1689232,618,1.23376,52529.2580356,BTCUSDT
2024-01-01 03:13:00,42573.56,42591.1,42573.56,42580.0,9.73579,414559.5911343,657,5.74468,244597.7051108,BTCUSDT
2024-01-01 03:14:00,42580.0,42585.46,42580.0,42585.46,6.41381,273105.2400931,507,3.42615,145887.2107116,BTCUSDT
2024-01-01 03:15:00,42585.46,42604.64,42585.45,42604.64,12.72358,542006.6397399,522,10.16915,433179.4435024,BTCUSDT
2024-01-01 03:16:00,42604.63,42618.24,42604.63,42613.81,10.10172,430444.8476186,666,7.60957,324241.782134,BTCUSDT
2024-01-01 03:17:00,42613.8,42613.81,42604.63,42604.64,10.75508,458290.2642426,832,1.41735,60388.1871654,BTCUSDT
2024-01-01 03:18:00,42604.63,42604.64,42584.76,42585.7,8.51788,362808.1965365,630,3.44126,146567.0910945,BTCUSDT
2024-01-01 03:19:00,42585.71,42585.71,42579.48,42582.52,5.61734,239208.8433186,484,1.91943,81734.5102639,BTCUSDT
2024-01-01 03:20:00,42582.52,42582.52,42538.37,42538.37,16.71069,711221.6882146,900,1.91056,81287.3487876,BTCUSDT
2024-01-01 03:21:00,42538.37,42548.0,42538.37,42544.85,11.18187,475711.048917,625,5.97809,254316.649005,BTCUSDT
2024-01-01 03:22:00,42544.86,42551.1,42544.85,42551.1,4.86778,207118.9885252,477,2.4068,102403.6229182,BTCUSDT
2024-01-01 03:23:00,42551.09,42551.1,42545.42,42550.9,11.77744,501124.9422645,492,4.01424,170803.6161211,BTCUSDT
2024-01-01 03:24:00,42550.9,42553.57,42545.42,42545.42,8.66307,368606.525454,541,2.18973,93173.0627316,BTCUSDT
2024-01-01 03:25:00,42545.42,42545.43,42541.1,42541.11,4.1189,175235.4002062,406,0.43834,18648.4105341,BTCUSDT
2024-01-01 03:26:00,42541.1,42550.0,42541.1,42549.99,8.07504,343565.5698687,421,7.02296,298803.4177075,BTCUSDT
